username,name,state,city,address,postalCode,telephone,lastLicenseNumber,lastLicenseValidityDate,nationalCode,registerNumber,manager,socialNetworkAccess,mobile
u14006629527,محمد حسین جودکی و شرکا,تهران,تهران,تهران ، خیابان انقلاب، کوچه آذرنوش، پلاک559، طبقه 1، واحد 3,1581915516,88313633,197827,1399/09/01,14006629527,506873,فاطمه جودكي,,
u14005533051,محمد خانگاه و شرکاء قشم,هرمزگان,قشم,بخش مركزي ، شهر درگهان، بازار ، خيابان بازار ، خيابان اصلي ، مجتمع زمرد ، 56F ، طبقه همكف ، واحد 89,7951356665,7635265686,127300,1400/11/01,14005533051,5330,احمد خانگاه,,
u14006812149,محمد خضرزاده و شرکاء,تهران,تهران,تهران، ميدان فردوسي، خيابان فردوسي، نبش کوچه ضرابي، پلاک 282، طبقه همکف,1131955711,2166744516,224591,1399/07/01,14006812149,510296,محمد خضرزاده,,
u14005872174,محمد دربانی و شرکاء,تهران,تهران,خيابان فردوسي شمالي، نرسيده به ميدان فردوسي، کوچه تمدن، مجتمع تمدن، طبقه همکف، پلاک 285,1131944519,2122712748,380324,1402/10/25,14005872174,492428,شكوفه رستم آبادي,,
u10320318757,محمد درخشان نژاد و شرکا,تهران,تهران,خيابان فاطمي، ميدان فاطمي، ساختمان فاطمي، پلاک 101,1431663685,88991195-7,169150,1400/05/30,10320318757,380841,محمد درخشان نژاد,,
u14005888476,محمد رستمی و شرکا,تهران,تهران,کاووسيه، بلوار نلسون ماندلا، کوچه بابک مرکزي، پلاک 10، طبقه پنجم، واحد 17,1917713844,2188876455,390176,1399/11/01,14005888476,492827,ميثم زين الديني,,
u14006669295,محمد رضا مقدم فر و شرکاء,گلستان,گرگان,گرگان - جاده ناهارخوران - بين عدالت 81 و عدالت 83 - جنب مجتمع تنديس,4917968859,1732128271,321042,1399/11/01,14006669295,12034,محمدرضا مقدم فر,,
u10320265653,محمد زاغی و شرکاء,تهران,تهران,خيابان مطهري ، نرسيده به سهر‌وردي ،پلاک 122,1581835315,2188342541,359308,1399/12/05,10320265653,376728,محمد زاغي,,
u10610038412,محمد صالح گودرزی و شرکا,کردستان,مریوان,خیابان جمهوری جنب مسجد جامع پلاک 48,,08753220444-3222249,371239,1399/02/20,10610038412,654,محمدصالح گودرزي,,
u14006043459,محمد صالحی و شرکاء بانه,کردستان,بانه,خیابان شهدا، روبروی شرکت نفت، کوچه درنا 2، پلاک 13، طبقه اول,6691933384,087-34223360,359461,1402/10/10,14006043459,772,محمد صالحي,,
u14007286160,محمد علی رسولی و شرکاء,تهران,تهران,بازار، کوچه گذر لوطی صالح، کوچه بازار حمام چال، پلاک 83، ساختمان ملت، طبقه اول، واحد 75,1163786339,2155602882,13470,1399/01/22,14007286160,520253,مهدي احمدبكي,,
u14005831006,محمد فرج پور و شرکاء,مازندران,آمل,شهر آمل، دفاع مقدس ، خيابان آفتاب بيست و هفتم [دفاع مقدس] ، بلوار امام خميني ، پلاك 95 ، طبقه همكف,4615735616,1144154045,121632,1399/04/15,14005831006,7119,محمد فرج پور,,
u10980142464,محمد فرجمندی و شرکا,هرمزگان,بندرلنگه,استان هرمزگان، بندر لنگه، خيابان انقلاب، پاساژ اشکنان، پلاک9,7971643956,,163567,1400/05/24,10980142464,1307,نرگس فرجمندي,,
u14008499092,محمد محسنی نیا و شرکا,خراسان رضوی,مشهد,چهارباغ، خیابان شوکت الدوله، خیابان شهید اندرزگو، پاساژ خاوران، طبقه همکف، واحد شماره 46,9134614199,5132257303,98/215742,1400/06/20,14008499092,68969,سيدصابر افسريان محصل,,
u14007676862,محمد محسنی و شرکاء,تهران,تهران,استان تهران - شهرستان تهران - شهر تهران - محله شهید قندی - نیلوفر - خیابان شهید علیرضا یوسفی - خیابان شهید دکتر بهشتی - پلاک 213 - ساختمان مهرگان - طبقه همکف - کدپستی :1533667811,1533667811,2188753335,195229,1399/06/07,14007676862,527768,,,
u14005597107,محمد هادی اوجی و شرکاء,فارس,شیراز,چهاراه زند، ابتداي خ سعدی، روبروي سينما حافظ،,7135817374,7132234001,96529,1402/03/27,14005597107,43528,محسن فروغان گران سايه,,
u14007553811,محمد کرمی وشرکاء,تهران,تهران,حافظ - خیابان حافظ - بلوار کریم خان زند - پلاک 280- مجتمع تجاری الماس - طبقه همکف - واحد 76,1598737994,,299674,1399/08/27,14007553811,525613,محمد كرمي,,
u10260413698,محمد کریمیان و شرکا,اصفهان,اصفهان,خيابان نظر شرقي ، کوچه جوهری، خیابان نظر شرقی، پلاک 121، پلاک قدیمی 127، طبقه همکف,8173664351,,180432,1399/09/01,10260413698,20506,محمد كريميان,,
u10260565990,محمدآرائی وشرکا,اصفهان,اصفهان,خ مير ، چهارراه قشقاقي ، مقابل بانک اقتصاد نوين، پ93,8164663935,3136612125,24068,1401/02/02,10260565990,38943,محمد آرائي,,
u10820083783,محمدامین دقوقی و شرکا,همدان,همدان,خ بوعلي جنب برج آريان شماره402,6515694976,8138274240,334479,1399/11/15,10820083783,8640,محمدامين دقوقي,,
u14005817190,محمدتقی سمندر و شرکا,فارس,شیراز,فارس، شهرستان شیراز، بخش مرکزي، شهر شيراز، ملاصدرا، خيابان ارديبهشت غربي، خيابان ملاصدرا، پلاک 0، طبقه همکف,7134693336,7132352897,241246,1402/07/14,14005817190,44089,محمدباقر سمندر,,
u10980216952,محمدرضا انصاری و شرکا منطقه آزاد چابهار,سیستان و بلوچستان,منطقه آزاد چابهار,مجتمع تجاري پرديس ، طبقه اول، واحد 21,9971765951,,365721,1399/12/10,10980216952,1580,,,
u10980145068,محمدرضا حیات‌لو و شرکا,آذربایجان غربی,خوی,بين خيابان طالقاني - کوچه بازار قنادان - مغازه دوم - راسته جواديه - پلاک 42,5813868195,4436250712,86209,1400/03/19,10980145068,2385,محمدرضا حياتلو,,
u14004735766,محمدرضا سروری و شرکاء,تهران,تهران,خيابان يوسف اباد(اسدابادي) بين خ 11و خ13 شماره 79,1433663115,2188109101,141380,1401/05/10,14004735766,468235,طاهره سروري,,
u14007354824,محمدرضا سلطانی و شرکاء,تهران,تهران,تهران، ونک، خیابان ونک،کوچه نرگس، پلاک1، طبقه2، واحد2,1991833554,2188091162,425600,1398/12/27,14007354824,521673,محمدرضا سلطاني,,
u10260681857,محمدرضا عراقی نواز و شرکاء,اصفهان,اصفهان,اول چهار باغ بالا،مجتمع تجاري سي و سه ،طبقه دوم ،واحد 22,8173697545,7865469-0311,256577,1401/08/14,10260681857,49781,سيدمحمدرضا عراقي نواز,,
u10320874110,محمدرضا قراخانلو و شرکا,تهران,تهران,خيابان سهروردي شمالي - چهارراه زينالي - پلاک 415,1569613136,2188413838,221521,1400/07/13,10320874110,439221,محمد زند,,
u10320860205,محمدرضا قنبری نایینی و شرکاء,تهران,تهران,خیابان وليعصر(عج) – مجتمع تجاری اسکان – طبقه همکف – پلاک 3 - کد پستي :1969613314,1969613314,2122583631,406875,1399/12/01,10320860205,436749,محمدرضا قنبري نائيني,,
u14007562566,محمدرضا مرادی و شرکاء,تهران,تهران,تهران، بخش مرکزي، شهر تهران، سعادت‌آباد، خيابان شانزدهم شرقي، خيابان علامه طباطبائي شمالي، پلاک 85، ساختمان سايه، طبقه همکف (جنب بانک سپه),1997863318,,170215,1399/05/18,14007562566,525770,محمدرضا مرادي,,
u10861967357,محمدعلی برادران صنعتگر و شرکاء,گیلان,بندرانزلی,ميدان امام خميني ، روروي بانک سپه,4314693484,,324065,1400/10/13,10861967357,3124,محمدعلي برادران صنعتگر,,
u10660111823,محمدمرادمحمدی وشرکا,کرمانشاه,کرمانشاه,خيابان مدرس ، بازار زرگرها ، پاساژ کورش ، طبقه تحتاني پلاک 3,1066011182,7213985,222268,1400/07/13,10660111823,11159,,,
u14006578902,محمدهادی مومنین و شرکا,تهران,تهران,محله داوودیه، خیابان شهید آلن آبکار شاه نظری، خیابان نازآفرین،پلاک 12 ، ساختمان مرکز خرید پویا، طبقه همکف، واحد 4.,1545944517,2126642971,379279,1400/11/01,14006578902,505898,احمد اميربيكي يزدي,,
u10102569061,محمدی زرین وشرکا,تهران,تهران,شريعتي ، ايستگاه داوديه ، جنب کوچه احمديه ، پلاک 1287، طبقه همکف,1948633812,22896919,38845,1401/02/13,10102569061,215527,محمدرضا مشهدي غلامحسين محمدي,,
u14005559003,محمدی معین و شرکا,قم,قم,محله ارم ، خیابان مرعشی نجفی (محله ارم)، پاساژ برلیان، طبقه همکف .,3715799795,2536709237,120049,1399/04/12,14005559003,310178,,,
u10380510946,محمود شکری و شرکاء,خراسان رضوی,مشهد,سناباد، خيابان دانشگاه، خيابان گلستان غربي (دانشگاه 25)، پلاك 230، ساختمان قائم المهدي، طبقه همكف,9138814416,5138418404,251932,1402/07/21,10380510946,35635,محمود شكري,,
u10380522617,محمود صحرابیگی و شرکا,خراسان رضوی,مشهد,خيابان امام خميني، سه راه دارايي، نبش امام‌خميني 30، پلاک 514,1111111111,5118549057,139945,1402/04/03,10380522617,36722,محمود صحرابگي,,
u10980164256,محمود فدائی حسینی و شرکا,هرمزگان,قشم,درگهان-پاساژ دو دلفین-طبقه اول-لاین رز9پلاکA2259,7951359877,7635270912,292091,1400/09/16,10980164256,2939,محمود فدائي حسيني,,
u14003500814,محمود فرسوده و شرکاء,فارس,گراش,استان فارس- شهرستان گراش، خ امام‌خمينی، روبروی مجتمع تجاری گراش سنتر,7441666193,0782-2230316,86617,1400/11/01,14003500814,1271,فضل اله ملكي,,
u14007955122,محمود فلاح اشتری و شرکاء,تهران,تهران,تهران -خیابان وزرا - بین کوچه سوم و پنجم - پلاک 33,1513643413,88700250,317379,1399/10/24,14007955122,534073,,,
u10380544000,محمود یعقوبی وشرکا,خراسان رضوی,مشهد,خیابان پاسداران-بین پاسداران1و3-پلاکهای 57و59,9137734994,5132283900,314045,1402/09/08,10380544000,38762,محمود يعقوبي,,
u14008547187,محمودرضا زارع و شرکاء,فارس,شیراز,محله عفیف آباد، کوچه مروج پور، خیابان عفیف آباد، طبقه همکف,7183793638,,98/359527,1400/10/10,14008547187,50979,محمودرضا زارع,,
u14005983843,مختار خواجه حسنی و شرکا,کرمان,کرمان,کرمان، خیابان مالک اشتر ، جنب خدمات شهرداری,7617741919,3432444464,17869,1401/11/01,14005983843,14398,آرش خواجه حسني,,
u10260462710,مختارزاده وشرکا,اصفهان,اصفهان,خيابان دروازه دولت ، ابتدای چهار باغ پائين ، پاساژ بهار 2/1,8147713145,2222225,141942,1401/05/09,10260462710,25509,,,
u10700116751,مداح وشرکا,گلستان,گنبدکاووس,خيابان طالقاني شرقي، نبش خيام شمالي، کد پستي 13998 ـ 49717,4971713998,1722293722,340688,1399/11/21,10700116751,3615,,,
u10780102810,مددی وشرکا,مرکزی,اراک,شهر اراک، محله خیابان ملک،کوچه توسطی، خیابان شهید رجایی، پلاک 430، ساختمان ارسباران، طبقه همکف,3813996715,8632247727,293109,1400/09/16,10780102810,6866,,,
u10102574665,مرتضوی تهرانی و شرکا,تهران,تهران,تهران، شهر تهران ، آرارات ، خیابان حکیم اعظم ، خیابان شهید حجت ا.. عباس شیرازی ، پلاک 179، ساختمان شیراز ، طبقه همکف. کد پستی : 1991643544,1991643544,,264046,1399/07/25,10102574665,216107,سيداحمد مرتضوي طهراني,,
u14006300117,مرتضی عباسی و شرکاء,تهران,تهران,خیابان خالد اسلامبولی،نبش کوچه یکم ، برج ستاره، طبقه همکف تجاری ، واحد 17,1513633338,2188105441,149193,1400/05/05,14006300117,500951,مرتضي عباسي,,
u10800164787,مرتضی کریمی و شریک,تهران,تهران,بلوار میرداماد، جنب مترو، نبش خیابان سهیل تبریزیان، مجتمع تجاری اداری رز میرداماد، طبقه 5 واحد 505‏/8‏-3آ,1919913661,,352226,1399/04/11,10800164787,504305,مرتضي كريمي,,
u14003219920,مردان نوبخت و شرکا منطقه آزاد چابهار,سیستان و بلوچستان,منطقه آزاد چابهار,مجتمع تجاری پردیس طبقه همکف پلاک 11,9971765769,,54811,1400/02/22,14003219920,1780,فرشاد صالحي تپوك,,
u14007074955,مریم اسمعیلی و شرکا,تهران,تهران,تهران - خیابان فردوسی - سه راه منوچهری - کوچه صبح امروز- خیابان فردوسی - پلاک 353- طبقه همکف,1145615515,66342728,427993,1398/12/28,14007074955,515520,سيدعلي موسوي,,
u14007322337,مریم پیروز نژاد و شرکاء کیش,هرمزگان,منطقه آزاد کیش,جزیره کیش، مجتمع خدماتی بازار هرمز، طبقه اول، واحد N123,7941658822,,149186,1400/05/05,14007322337,13534,عباس پيروزنژاد,,
u10530301449,مریم دشتی زاده وشرکاء,تهران,تهران,تهران، میدان فردوسی، خیابان شهید سروش الدین تقوی، خیابان فردوسی، پلاک 479، ساختمان مرکز تجارت جهانی فردوسی، طبقه همکف، واحد 33,1145683700,66340517,118794,1400/01/09,10530301449,511738,مريم دشتي زاده,,
u10500027613,مزارزئی وشرکا,سیستان و بلوچستان,ایرانشهر,ایرانشهر تقاطع خ طالقانی و فردوسی هتل اسلامی,9913885718,5437233975,63021,1400/08/11,10500027613,512,قادربخش مزارزائي,,
u10861758234,مزارزئی وشرکا,سیستان و بلوچستان,ایرانشهر,محله طالقانی، کوچه طالقانی17، بن بست ایمان، پلاک 0 طبقه همکف,9913866537,5456242078,420770,1400/07/17,10861758234,1462,محمدرفيق مزارزئي,,
u10980023115,مزدا مقیمی و شرکا,مازندران,قائم شهر,خيابان مدرس، مقابل بانک ملي ايران، مجتمع آمين، شماره 24,476481358,1232216402,93121,1402/03/23,10980023115,4319,مزدا مقيمي,,
u14005564719,مژگان نصرالهی اولقی و شرکاء,تهران,تهران,خیابان دولت، چهارراه قنات، کوی گرجی، پلاک 13,1943683841,,13489,1402/01/22,14005564719,486134,مژگان نصرالهي اولقي,,
u10320819160,مستانه محبتی و شرکاء,تهران,تهران,ولیعصر،‌کوچه لادن،‌ خیابان ولیعصر، پلاک 3005، طبقه اول,1961733114,26232136,397496,1400/09/16,10320819160,430007,مستانه محبتي,,
u10200379589,مسعود دمنابی و شرکا,آذربایجان شرقی,تبریز,تربيت، خيابان تربيت، خيابان امام خميني، پلاک 58، ساختمان سهند، طبقه همکف،,5133838851,4135548221,134469,1399/05/26,10200379589,29831,مسعود دمنابي,,
u10102927943,مسعود رضایی و شرکا,تهران,تهران,خ وليعصر،تقاطع خ طالقاني ،مجتمع اداري و تجاري نور تهران،طبقه همکف سوم،واحد 8061و8062,1416794398,88383800,273628,1400/06/08,10102927943,252352,رامين مطلوب,,
u14005213657,مسعود مفیدی فرد و شرکا,آذربایجان شرقی,تبریز,خيابان دارائي پاساژ امير نو طبقه همکف پلاک 1,5134833687,,64897,1402/02/31,14005213657,40717,مسعود مفيدي فرد,,
u14007954690,مسعود هاشمی و شرکاء,فارس,شیراز,استان فارس - شهرستان شیراز - بخش مرکزی - شهر شیراز - محله شهرداری -بلوار کریم خان زند - خیابان سعدی - طبقه همکف,7136614459,7132238068,375969,1399/10/09,14007954690,49460,مسعود هاشمي,,
u10220155968,مسعود و کاوه محمدی و شرکا,آذربایجان غربی,ارومیه,بازار بزرگ سراي حاج ابراهيم پلاک12,5713653556,4412245895,66690,1401/03/06,10220155968,10582,,,
u10320204581,مشیرزاده و شرکاء,تهران,تهران,خيابان امام خمینی،فردوسی جنوبی،جنب بانک اقتصاد نوین،پلاک 51-کد پستی:1144813745,1144813745,33987313,284208,1400/09/07,10320204581,370525,,,
u10320833261,مصطفی اقبال بهبهانی و شرکاء,تهران,تهران,خیابان ولیعصر ، نبش میرداماد ، ساختمان اسکان، طبقه اول اداري ، واحد 6,1969613398,2188886367,300520,1400/09/22,10320833261,431939,,,
u14005792479,مصطفی بهمنی نژاد و شرکاء,تهران,تهران,خیابان دکتر علی شریعتی، پایین تر از بلوار میرداماد، پلاک 1150، ساختمان 2000، طبقه همکف,1546815131,41317,58209,1400/11/01,14005792479,490835,فرشيد حق دوست,,
u14007377047,مصطفی بینش و شرکاء,آذربایجان شرقی,بناب,آذربایجان شرقی مطهری کوچه مسجد اولیاء، خیابان مطهری پلاک 770 طبقه همکف,1688872574,,27825,1399/02/03,14007377047,1738,مصطفي بينش,,
u14006902140,مصطفی رنجبر و شرکاء,تهران,تهران,میدان فردوسی، خیابان شهید سروش الدین تقوی، خیابان فردوسی، پلاک 487، ساختمان مرکز تجارت جهانی فردوسی، طبقه همکف,1145683739,2166343534,166492,1400/05/10,14006902140,512220,مصطفي رنجبرقره شيران,,
u14007490046,مصطفی فهد و شرکاء,تهران,تهران,تهران خیابان ولیعصر (عج)، خیابان آیت اله طالقانی، پلاک 1574 مجتمع نور، طبقه 2 واحد 8063,1416794411,2188227405,246874,1399/07/17,14007490046,524484,علي مهرچيان,,
u14006166837,مصطفی محمودی و شرکاء,آذربایجان غربی,پیرانشهر,بلوار بهشتي-خيابان شورا-جنب امور صنفی ، پلاک 36.,5781953358,4444234780,227819,1399/07/01,14006166837,769,مصطفي محمودي,,
u10862130406,ملاعلیلو وشرکا,آذربایجان غربی,خوی,بازار، بازار حاجي بابا، روبروي مسجد حاجي بابا,5813848578,,393397,1400/12/07,10862130406,1516,اسماعيل ملاعليلو,,
u10102948981,منصور زرین قلم وشرکا,تهران,تهران,ميدان تجريش، خيابان وليعصر، جنب پمب بنزين باغ فردوس، پلاک 3071,1961833966,212326,24722,1400/01/31,10102948981,254529,منصور زرين قلم,,
u10102843505,منصورزاده و شریک,تهران,تهران,پیچ شمیران،خیابان انقلاب اسلامی ، خیابان بهار جنوبی ، پلاک 37، برج بهار ، طبقه اول ، واحد 266.,1561635714,77616232-77617379,263891,1400/08/18,10102843505,243665,,,
u10103384394,منصوری و شرکا,تهران,تهران,خيابان جمهوري ، مقابل سفارت انگليس ، پاساژ معتمد ، پلاک 15,1135936651,66711353,190935,1400/06/15,10103384394,301368,حسن منصوري,,
u14006965214,منوچهر شادفر و شرکاء,تهران,تهران,تهران، گاندی، کوچه هجدهم، خیابان گاندی جنوبی، پلاک104،طبقه همکف,1517914918,88285481,98/278977,1400/08/10,14006965214,513370,شيده باقري,,
u10103931933,مهدی اژدری و شرکاء,تهران,تهران,استان تهران - منطقه 19 ، شهر تهران، محله داووديه ، خيابان نساء ، بلوار ميرداماد ، پلاك -139 ، مجتمع پاسارگاد ، طبقه همكف ، واحد 13,1911618944,,398917,1401/12/28,10103931933,342135,مهدي اژدري خانكهداني,,
u14005874518,مهدی حاجی کریمی و شرکاء,تهران,تهران,تهران، ميدان ونک، خيابان شهيد عباس شيرازي، خيابان دانشور، پلاک 226 طبقه همکف,1991775761,2188623515,238394,1402/07/11,14005874518,492484,سمانه عبائي كوپائي,,
u14003676666,مهدی ضرغام پور و شرکاء,تهران,تهران,تهران، بخش مرکزي، شهر تهران، محله ميدان ولي عصر، بلوار کريم خان زند، خيابان شهيد استاد نجات‌الهي، پلاک 192، طبقه اول,1598785914,2188913603,186567,1401/06/25,14003676666,444177,مهدي ضرغام پور,,
u10980255449,مهدی فرازیان و شرکا,آذربایجان غربی,چالدران,چهار راه مرکزی، خیابان سعدی شمالی(ساحلی),5871813647,4434262569,350700,1400/11/05,10980255449,173,مهدي فرازيان,,
u10530366115,مهدی محمدپورفلاحان و شرکا,فارس,شیراز,معالي آباد ، خيابان اصلي ، جنب پاساژ گاندي ، روبروي کلانتري گلدشت,7187746943,6244654,310820,1399/10/27,10530366115,24608,,,
u10862118379,مهدی ملاحی مسنی و شرکا,هرمزگان,قشم,بازار ستاره، طبقه زيرين، لاين مرواريد، پلاک 143، کد پستي 7951917367,7951917367,07635240305 - 6,346592,1400/11/02,10862118379,2563,ابراهيم عاشوري مسني,,
u14005610990,مهدی ملک زاده و شرکاء,تهران,تهران,استان تهران - شهرستان تهران - بخش مرکزي - شهر تهران-محله جهاد-خیابان 1/6-میدان سلماس-پلاك -3-طبقه همکف-,1431753114,2142451000,58025,1402/04/13,14005610990,487123,مرتضي باهو,,
u14005629969,مهدی نخیلی و شرکاء,فارس,شیراز,شیراز ، خیابان کریم خان زند ، چهارراه زند ، جنب کتابسرای زند,7136615859,32241250,224013,1402/07/01,14005629969,43617,مهدي نخيلي,,
u14006457112,مهرجان سنجرانی و شرکا,سیستان و بلوچستان,زابل,هيرمند، پایانه ی مرزی میلک ، سالن تجاري شماره يک، جنب بانک ملي ، داخل سالن,9858113169,5432220743,98/394919,1400/10/30,14006457112,1893,محمدحسين سنجراني,,
u10460111441,مهرجو و شرکا,زنجان,زنجان,خ امام ، پاساژ تهران ، طبقه همکف پلاک 35,4518613863,3235086,296470,1399/10/15,10460111441,7821,محسن مهرجو,,
u14006481640,مهرداد افضلی و شرکا,تهران,تهران,خیابان فردوسی شمالی ، مرکز تجارت جهانی فردوسی ، پلاک 60,1145683784,2166340630,443313,1400/11/01,14006481640,503916,ميترا موسوي,,
u14007158557,مهرداد رضی و شرکاء,تهران,تهران,سه راه منوچهری، خیابان منوچهری، خیابان فردوسی، پلاک329، طبقه همکف,1145613413,2166741861,136890,1399/04/26,14007158557,517450,مهرداد رضي,,
u10320482405,مهرداد گرامیان‌نیک و شرکا,تهران,تهران,بلوار میرداماد، روروی بانک مرکزی، مجتمع تجاری اداری رز، طبقه همکف، پلاک 25,1919993511,,287083,1398/12/23,10320482405,397342,رومينا گراميان نيك,,
u10320858396,مهرداد لقازی آشتیانی و شرکاء,تهران,تهران,ميدان فاطمي ،کوچه کامران ،پلاک 32,1781773533,88932260,283329,1400/09/07,10320858396,436345,مهرداد لقازي آشتياني,,
u14007778193,مهسا زمانیان و شرکاء,تهران,تهران,محله شهید قندی - نیلوفر - خیابان شهید دکتر بهشتی - خیابان پاکستان - پلاک 27 - طبقه همکف,1531815719,42825000,98/235699,1399/10/06,14007778193,530032,مهسا زمانيان,,
u14007426760,مهناز حیدری و شرکاء,تهران,تهران,بخش مرکزی، شهر تهران، قبا، کوچه شهید سید کمال الدین کامروا، خیابان پاسداران، پلاک 88، طبقه همکف،,1947843791,2140222949,98/381203,1398/12/21,14007426760,523098,منصور رهنما,,
u10320254721,مهیار زاهدی و شرکاء,تهران,تهران,خیابان دکتر بهشتی (عباس اباد) چهارراه قائم مقام فراهانی نبش کوچه ایزد پلاک 196,1586777115,89320,110029,1399/04/04,10320254721,374506,مهيار زاهدي,,
u14005460947,میثم ارشادی و شرکا,تهران,تهران,محله کاووسیه، خیابان شهید مصطفی والی نژاد، پلاک 20-، طبقه همکف,1969853871,,280154,1400/08/10,14005460947,483757,ميثم ارشادي,,
u14007504011,میرابوالفضل هاشمی مجاوری و شرکاء,تهران,تهران,تهران، خیابان شهید مطهری، کوچه دوم، خیابان کوه نور، پلاک 11، طبقه همکف,1587643416,2141183,325108,1399/09/17,14007504011,524719,ميرابوالفضل هاشمي مجاوري,,
u10102589168,میرلشکری و شرکاء,تهران,تهران,خیابان پاسداران، خیابان بوستان ششم، پلاک 263، طبقه همکف,1666613368,2127150,224600,1399/04/25,10102589168,217574,تورج ميرلشكري,,
u14006417872,میلاد رحیمی و شرکاء,تهران,تهران,خیابان پاسداران، خیابان نارنجستان هشتم، پلاک 23، مجتمع اداری تجاری پارک سنتر فرمانیه، طبقه بیستم، واحد شماره 2003,1957614069,2140227139,98/138732,1399/04/27,14006417872,502520,میلاد رحیمی,,
u14005640180,میلاد مهدیان پور و شریک,تهران,تهران,تهران ، خيابان سهروردي شمالي، کوچه باغ ، پلاک 248 کد پستی :1738853713,1738853713,2188741617,348780,1402/10/03,14005640180,487742,غلامرضا مهديان پور,,
u14007753639,نادر قویدل و شرکاء,تهران,تهران,محله بهجت آباد- خیابان مجلسی- خیابان ولی عصر - پلاک 1947 - طبقه همکف,1595643113,,375926,1400/10/20,14007753639,529507,نادر قويدل,,
u14007658164,ناصر رنجبری و شرکاء منطقه آزاد ماکو,آذربایجان غربی,منطقه آزاد ماکو,منطقه آزاد ماکو، شهر بازرگان، محله گمرک، خیابان امام (ره)، خيابان شمس تبريزي، پلاک 1245، طبقه همکف,5867146535,4434378048,251795,1399/07/21,14007658164,3761,بهمن عليزاده اولنلري,,
u14004847680,ناصر زرین قلم و شرکاء,تهران,تهران,خيابان وليعصر-روبروي درب پارک ملت- ساختمان صورتی- پلاک2663,1967755873,2122021414,127645,1403/04/18,14004847680,470939,ناصر زرين قلم,,
u14007550804,ناصر صفرزاده و شرکاء,تهران,تهران,خیابان فردوسی بالاتر از چهارراه استانبول نرسیده به خیابان منوچهری پلاک 303 طبقه همکف,1145818733,02133947520-3,223925,1399/07/01,14007550804,525578,ناصر صفرزاده,,
u14005790750,ناصر قاسمی راد و شرکاء,تهران,تهران,بلوار میرداماد- جنب مسجد الغدیر- مجتمع پاسارگاد - پلاک 139 - واحد 13,1911615611,,147103,1402/05/02,14005790750,490804,ناصر قاسمي راد,,
u14008692084,ناصر وفابخش و شرکا,تهران,تهران,استان تهران ، شهر تهران ، محله میرداماد ، خیابان نساء ، بلوار میرداماد، پلاک139، مجتمع پاسارگاد، طبقه همکف، واحد5,1911618859,2172428000,308042,1400/08/20,14008692084,548719,مرضيه غلامي پورشربياني,,
u10320129350,ناصرافشار و شرکاء,تهران,تهران,خیابان ملاصدرا، انتهاي خیابان شيراز شمالي ، ساختمان ایران سکنا، پلاک 234,1991818514,2188059201,37515,1399/02/17,10320129350,367127,محمدرضا افشار,,
u10680049140,نافیان دهکردی وشرکا,چهارمحال و بختیاری,شهرکرد,خيابان ملت ، جنب بانک صادرات شعبه 94,8816843919,,400280,1400/12/11,10680049140,5241,عزيزالله نافيان دهكردي,,
u10861992662,ناقدی نیا وشرکا کیش,هرمزگان,کیش,بلوار ساحل ، مجتمع تجاري ديپلمات ،طبقه همکف ،واحد 19و 20,7941763133,7644461001,91409,1399/04/11,10861992662,8150,علی محمدی فرجاد,,
u10861650547,نانوازاده وشرکا,آذربایجان غربی,مهاباد,خيابان جمهوري اسلامي، نبش کوچه محمد جاني، پلاک 388,5916775869,222222222,256582,1401/08/14,10861650547,1464,صلاح الدين نانوازاده,,
u10861758842,نریمان بختیاری و شرکا,کرمانشاه,قصرشیرین,بازارچه مرزي پرويز ، جنب بانک ملي شعبه بازارچه,6781141119,8354342053,108429,1399/04/31,10861758842,550,سردار محمدي,,
u10320789907,نساء شعبانی وشرکاء,تهران,تهران,خیابان ولیعصر-نبش خیابان زعفرانیه- پلاک2892,1988615895,2122716486,464053,1398/12/26,10320789907,426086,نساء شعباني اشليكي,,
u14007573790,نسیم فرهمندی و شرکاء,تهران,تهران,پاسداران، کوچه تنگستان سوم، خیابان پاسداران، پلاک 744، طبقه همکف واحد شماره یک,1954746113,2126114997,288322,1399/08/19,14007573790,525975,ابراهيم فرهمندي,,
u14006008362,نعمت اسماعیل زاده بازرگانی و شرکا منطقه آزاد ماکو,آذربایجان غربی,منطقه آزاد ماکو,آذربايجان غربي، منطقه آزاد ماکو،ذ بازرگان، خيابان امام خميني(ره)، پلاک 1220,5867146485,,379370,1400/10/10,14006008362,3467,نعمت اسماعيل زاده بازرگاني,,
u14005555388,نورمحمدی و شرکا,تهران,تهران,تهران، میدان فاطمی، ضلع جنوب شرقی، پلاک 4/1,1415893341,88908000,320558,1402/09/12,14005555388,485989,علي نورمحمدي,,
u10660103679,نوری و شرکا,کرمانشاه,کرمانشاه,استان کرمانشاه‏- شهر کرمانشاه‏- کوچه حوری آباد‏- کوچه سنگتراشها - پلاک 24 ‏- طبقه همکف,6713759457,8337291747,21695,1400/01/30,10660103679,10353,محمدعلي نوري مهرباني,,
u10861666488,هادوی و شرکا,فارس,جهرم,خيابان 22 بهمن ، مقابل بانک مسکن,7413643615,7154223248,47909,1401/02/20,10861666488,8926,علي اكبر هادوي,,
